PRODUCT_NAME,CATEGORY_NAME,DESCRIPTION,PRICE,DISCOUNT,IN_STORE_LOCATION
Adicolor Essentials Fleece Sweatshirt,Clothing,"A sweatshirt is an absolute must-have, wear-it-all-the-time essential. Why? Comfort. Warmth. Coziness. This one from adidas combines all those factors and turns them up a notch. It's made of soft fleece and cut extra slouchy so you have even more goodness to sink into.

By buying cotton products from us, you're supporting more sustainable cotton farming.",45,5.0,"Aisle 14, Shelf 14"
Marimekko Shorts,Clothing,"Say hello to self-expression. Finnish design house Marimekko has been doing it boldly and brightly since the '50s. That's where the wave print on these adidas shorts comes from. Step into the shiny tricot build and carry the torch forward. It's your turn to express yourself. 

This product is made with Primegreen, a series of high-performance recycled materials.",32,8.0,"Aisle 14, Shelf 15"
Adicolor Essentials Cropped Tee,Clothing,"Casual style doesn't just feel good. In the case of this adidas cropped t-shirt, it looks good, too. Step out and rep sport heritage with a little Trefoil logo on the front. Throw on some 3-Stripes joggers or yoga pants and the look is complete.

By buying cotton products from us, you're supporting more sustainable cotton farming.",23,2.0,"Aisle 15, Shelf 1"
Adicolor Classics Satin Tape Cropped Hoodie,Clothing,"It's time to upgrade that old hoodie in the back of your closet. This one from adidas keeps all the best elements of the OG (like that crazy fuzzy feel on the inside). The cropped length and satin 3-Stripes update the look. Pair it with high-waisted tights for serious drama, or layer it over a dress for that laid-back, effortless look.

By buying cotton products from us, you're supporting more sustainable cotton farming.",56,14.0,"Aisle 15, Shelf 2"
Terrex Trailmaker Hiking Shoes,Shoes,"Leave your boots at home. Made for light hikes and non-technical trails, these adidas hiking shoes allow you to move quickly without feeling weighed down. A wider forefoot and EVA support frame offer comfort and stability over the miles. A high-traction outsole maintains confident grip on uneven ground.",77,33.0,"Aisle 13, Shelf 5"
adidas SPRT Colorblock Track Pants,Clothing,"A little bit old school, a little bit modern. That's our kind of timeless. These adidas track pants are cut from right-now heavyweight fabric for that ready-for-anything feel. A cool angular line at the leg comes from retro styles. Pair them with a vintage denim jacket for that perfect mix of old and new.

This product is made with recycled content as part of our ambition to end plastic waste.",56,14.0,"Aisle 15, Shelf 3"
Graphics Camo Allover Print Tee,Clothing,"Be seen. Or not. In this graphic tee, you don't have to decide. The allover print updates the traditional camouflage look. The adidas Badge of Sport is silhouetted on the chest for heritage-inspired style.

By buying cotton products from us, you're supporting more sustainable cotton farming.",28,7.0,"Aisle 15, Shelf 4"
Adicolor Cropped Hoodie,Clothing,"Stay in and chill. Step out and crush it. Whether you're in relaxation mode or go mode, you can count on this juniors' adidas hoodie to stay in sync. Plush cotton feels soft and cozy against your skin. Iconic adidas branding adds a big dose of attitude. See? You get the best of both worlds.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",36,9.0,"Aisle 15, Shelf 5"
Track Pants,Clothing,"Keep your style fresh. Like blooming flowers in the springtime fresh. It's as easy as reaching for these adidas track pants. Their distinctive mix of punky, bleached-out florals and classic sport style helps with the cool factor too. When you step into them? It's all comfort and good vibes. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",49,21.0,"Aisle 15, Shelf 6"
Graphics Monogram Track Jacket,Clothing,"Sports pride, no matter which way you look at it. When you zip into this monogrammed track jacket, you're officially part of team adidas. The fabric's medium weight is light enough to layer under a coat and warm enough to keep you cozy on breezy evenings.

This product is made with recycled content as part of our ambition to end plastic waste.",63,27.0,"Aisle 15, Shelf 7"
adidas Connected Through Sport Long Sleeve Graphic Tee,Clothing,Sport is universal. It transcends language and unites athletes around the world through a shared drive to be their very best. Rep the global connection every time you wear this adidas t-shirt. Stay comfy in soft cotton while you do.,28,7.0,"Aisle 15, Shelf 8"
R.Y.V. Baseball Cap,Accessories,"Mix up your casual look with something totally fresh. Like this deconstructed take on the adidas baseball cap. Soft ripstop replaces stiff twill for a comfy feel. Adjust the fit to your liking with the signature rope closure in back. Suddenly, it's a whole new ballgame.",19,7.0,"Aisle 11, Shelf 15"
Essentials Logo Hoodie (Gender Neutral),Clothing,"Pull on some comfort and coverage for any day of the week with this adidas hooded sweatshirt. The French terry build is soft to the touch, and the fit is a bit loose to keep you moving without distractions. Adjust the drawcord on the hood if the weather starts to get particularly nasty.",44,11.0,"Aisle 15, Shelf 9"
Karlie Kloss Bikini Top,Clothing,"Get out of the gym and do your warm-weather workouts outside. This adidas bikini top is made of stretchy fabric that hugs the body to give you confidence in the water. Designed in collaboration with Karlie Kloss, it has adjustable straps and removable pads so you can personalize the fit. 

This product is made with Primegreen, a series of high-performance recycled materials.",35,15.0,"Aisle 15, Shelf 10"
Tights,Clothing,"Let's talk about tights for a second. The whole point of them is comfort. You can stretch out fully. You can move freely. And when you pair an oversize tee or sweatshirt with them, you can look casually put together. These adidas tights have all of it, plus bleached-out floral 3-Stripes for added flair.

By buying cotton products from us, you're supporting more sustainable cotton farming.",32,8.0,"Aisle 15, Shelf 11"
Graphics Camo Shorts,Clothing,"Dress for leisure and the rest follows. In the soft fleece of these adidas shorts, you're well on your way. Before you know it, you'll be kicking the ball around with friends, lounging on the couch or embarking on a weekend getaway. Whatever you're doing, you'll feel good.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",36,9.0,"Aisle 15, Shelf 12"
Allover Print SST Pants,Clothing,"It doesn't matter if you stayed in bed until noon. In these juniors' track pants, it looks like you spent your morning running drills on the field. Iconic adidas style has that effect. These pants have the classic subtle shine of tricot and zip pockets to keep your phone within reach.

This product is made with Primegreen, a series of high-performance recycled materials.",32,8.0,"Aisle 15, Shelf 13"
Adicolor Collegiate Baseball Cap,Accessories,"Clear skies? Pop on this adidas cap and soak up the rays. It keeps the sun out of your eyes and tops off any outfit with classic style. Stroll out, and take carefree vibes with you.",18,4.0,"Aisle 16, Shelf 1"
Split Hoodie,Clothing,"The spirit of sport runs through the 3-Stripes. The energy of the stadium and the pulse of the game — it's always there. When you wear them on this adidas hoodie? You can channel it into the daily realm. Head out and take adidas attitude with you.

By buying cotton products from us, you're supporting more sustainable cotton farming.",56,14.0,"Aisle 15, Shelf 14"
Graphic Tee,Clothing,"You have enough to think about. Cross ""decide what to wear"" off the list. Grab this adidas t-shirt, and you're good to go. Level up your game when you're off the clock with a fresh take on a classic logo. Score bonus points with a silky soft feel. End of story.

This product is made with Primegreen, a series of high-performance recycled materials.",24,6.0,"Aisle 15, Shelf 15"
Lil Stripe Ignite SZN Hoodie,Clothing,"Light up the court in this adidas basketball hoodie. Featuring a whimsical Lil Stripe embroidery on the chest, this sweatshirt is made of cotton and polyester French terry for elevated comfort for outdoor runs and training sessions. A drawcord-adjustable hood and a kangaroo pocket in front help you stay toasty when the temperature dips.

By buying cotton products from us, you're supporting more sustainable cotton farming.",49,16.0,"Aisle 17, Shelf 1"
